n_drones,survival_rate,mean_drones_lost,mean_miss_distance,n_trials
0,0.7833333333333333,0.0,30.276611909444764,60
1,0.7666666666666667,0.0,29.05932465826067,60
2,0.7833333333333333,0.0,29.147097942271394,60
3,0.8333333333333334,0.0,55.56993343315467,60
4,0.8333333333333334,0.0,55.04997393969076,60
6,0.8833333333333333,0.0,70.79552150491602,60
8,0.9166666666666666,0.0,57.20810401180022,60
