n_drones,trial,mothership_survived,n_drones_lost,time_to_resolution,min_miss_distance
1,6,True,0,30.400000000000297,26.144377985422388
1,7,True,0,30.300000000000296,33.550274300204194
1,8,True,0,30.300000000000296,30.990622731538032
1,9,False,0,18.75000000000013,0.9216936985140605
1,10,False,0,18.950000000000134,8.703141104787198
1,11,True,0,30.6500000000003,17.549088132401078
1,12,True,0,30.450000000000298,46.620692826805175
1,13,True,0,30.400000000000297,37.090666779841946
1,14,False,0,18.75000000000013,4.906497378938851
1,15,True,0,30.6000000000003,46.72662732249919
1,16,True,0,30.5500000000003,24.051086845165862
1,17,False,0,18.75000000000013,1.7643642923774772
1,18,True,0,30.350000000000296,32.23118529042012
1,19,True,0,30.350000000000296,34.309303861598
1,20,True,0,30.350000000000296,37.808722452844286
1,21,True,0,30.5000000000003,40.86809946749001
1,22,True,0,30.300000000000296,38.08083289441843
1,23,True,0,30.6500000000003,26.74262169669283
1,24,True,0,30.450000000000298,35.06787463607614
1,25,True,0,30.5000000000003,38.97762317537674
1,26,True,0,30.350000000000296,50.30319389554063
1,27,True,0,30.300000000000296,34.36536510342618
1,28,False,0,19.050000000000136,6.794572882499989
1,29,True,0,30.6500000000003,50.75625297124746
1,30,False,0,19.000000000000135,7.865885520223345
1,31,True,0,30.400000000000297,33.788106751134464
1,32,True,0,30.450000000000298,40.6319741210457
1,33,True,0,30.5000000000003,16.005237437273134
1,34,False,0,19.100000000000136,5.389025761564441
1,35,True,0,30.6500000000003,38.613314419372486
1,36,False,0,18.850000000000133,1.5947610708320454
1,37,True,0,30.5500000000003,39.64366189154463
1,38,True,0,30.400000000000297,33.98827080976701
1,39,False,0,18.900000000000134,14.290702848583361
1,40,True,0,30.6000000000003,32.66167420019284
1,41,True,0,30.6000000000003,17.69125654647283
1,42,False,0,18.800000000000132,10.207973948748963
1,43,False,0,18.75000000000013,11.199850484293599
1,44,True,0,30.300000000000296,36.250696844636096
1,45,True,0,30.6500000000003,54.1901275257397
1,46,True,0,30.400000000000297,31.20140014529747
1,47,True,0,30.6500000000003,18.072575607420504
1,48,True,0,30.400000000000297,44.839078191044685
1,49,True,0,30.6500000000003,37.185817271048776
1,50,True,0,30.6000000000003,37.11785071865206
1,51,True,0,30.350000000000296,40.75311564435555
1,52,True,0,30.350000000000296,40.12864632944596
1,53,True,0,30.6000000000003,28.017971094532925
1,54,True,0,30.400000000000297,50.54280464587642
1,55,True,0,30.400000000000297,38.212624205677116
1,56,True,0,30.5000000000003,33.116377549473114
1,57,False,0,19.100000000000136,8.3557025573341
1,58,True,0,30.5000000000003,15.754280273820624
1,59,False,0,18.75000000000013,3.1158316396958976
2,0,True,0,90.04999999999703,23.30039443905267
2,1,True,0,90.04999999999703,28.694885933257115
2,2,False,0,18.75000000000013,11.899845683947293
2,3,True,0,90.04999999999703,21.505204661134133
2,4,True,0,90.04999999999703,41.13326833106119
2,5,False,0,18.75000000000013,3.2542384168118765
2,6,True,0,90.04999999999703,38.114061048047446
2,7,True,0,90.04999999999703,38.39480659294542
2,8,False,0,18.800000000000132,10.857142342066114
2,9,True,0,90.04999999999703,38.697514700214974
2,10,True,0,90.04999999999703,31.38632538033685
2,11,True,0,90.04999999999703,32.78749312883575
2,12,True,0,90.04999999999703,30.55068366131415
2,13,True,0,90.04999999999703,48.8527959424382
2,14,True,0,90.04999999999703,43.25227361826454
2,15,True,0,90.04999999999703,31.809086857769238
2,16,True,0,90.04999999999703,52.340164044090216
2,17,True,0,90.04999999999703,45.07538085179811
2,18,True,0,90.04999999999703,31.049560039795708
2,19,True,0,90.04999999999703,31.897679430978286
